degree,values
24,"[0.13514914923047697, 0.13848112792138853, 0.13804982521258086, 0.13817666611842233, 0.13871253157902136, 0.13169388084318367, 0.1319586278551965, 0.14385554272501766, 0.13713307075439166, 0.1381846238234847, 0.13426307168667406, 0.12802573344101098, 0.13437477726930058, 0.1343132095607452, 0.136457526294598, 0.13369376394758828, 0.13194184157804661, 0.1485715707054195, 0.1312673806960104, 0.1410271357683136, 0.13430385985837187, 0.13130088780584406, 0.13886514252503868, 0.13890773519190225, 0.13395691998841755, 0.14238066823104056, 0.1381469214930449, 0.1372791124104434, 0.1319198033172836, 0.13098569284767084, 0.134070915054942, 0.1369245222277795, 0.1261559229973212, 0.12689121330550612, 0.13495663082185688, 0.1416382819876882, 0.14398313687513628, 0.13196901379601858, 0.14281744928686277, 0.13669642997222545, 0.13744588178479825, 0.1268534321105455, 0.13915983283641614, 0.13693675206126027, 0.13603700180285602, 0.13548849722818446, 0.13885502503470082, 0.13593876167483931, 0.1375564706838067, 0.13647325920633138, 0.13459087235700817, 0.13772299171628893, 0.13169951184726145, 0.13043207554311229, 0.1327093095680445, 0.13356057368676277, 0.14005368888693848, 0.1368991148267754, 0.12985799896888023, 0.14364906880666195, 0.13301084952119321, 0.1411880437992199, 0.13948881614966704, 0.14154739791150395, 0.1382350437615862, 0.1334977964651474, 0.13814734064927314, 0.13513568394210923, 0.13736882047304733, 0.14399712051967403, 0.1316151772590822, 0.14074130331365328, 0.13721616224587693, 0.13190303613487933, 0.1329427001501663, 0.13221259055098356, 0.1368659160952965, 0.12809989414709053, 0.13370581497076284, 0.1416708047786852, 0.13905555072792783, 0.13577443670026512, 0.1327604905039379, 0.13758728240821405, 0.1417451115193262, 0.1365794787767486, 0.13779563458203287, 0.13451429272072601, 0.13245743494136772, 0.13452588202094212, 0.13350803931311914, 0.1372449882698996, 0.15033063543006359, 0.1417782355386432, 0.13595087119165436, 0.13660589877433887, 0.14180240936624303, 0.14106944602097934, 0.1429826236733076, 0.13832289293820466]"
25,"[0.14177675081816787, 0.13188497015433487, 0.13909098415804677, 0.14177551082710163, 0.14143319604095902, 0.13572305704308138, 0.13306563731734206, 0.13308416952219793, 0.1449300209773604, 0.1354365242087304, 0.14752133228469944, 0.12880955378639994, 0.1359551884697227, 0.13875448738743015, 0.1298934680465681, 0.13593527590930765, 0.14224799184774128, 0.12560915713237422, 0.136436908346648, 0.13853332106354124, 0.14454396342981862, 0.13801341533675837, 0.12774831722772237, 0.12550081785087475, 0.14014540357981534, 0.13377747234543186, 0.12966049696614673, 0.13196550415954716, 0.1327641005692541, 0.13457152055755858, 0.13608108422113227, 0.1404270204867358, 0.14302341376411487, 0.13681265641321128, 0.13737237586313872, 0.13811977048761948, 0.13722115477011312, 0.14126538156688084, 0.13974901415321742, 0.13214095395563738, 0.13053167036248, 0.13314948099671192, 0.13410818869979066, 0.1365760232535311, 0.1403878264118833, 0.1404673749218894, 0.13854873021795966, 0.12716501875227817, 0.13564861026271927, 0.1382765351253303, 0.13771808567940774, 0.13648352910407902, 0.1317261922497013, 0.12981876409482898, 0.12378933741831745, 0.1366575393945984, 0.1298559387112746, 0.1395148099478775, 0.13291575409779247, 0.1379749357037472, 0.13281110207118754, 0.13284467378555487, 0.12904438804079144, 0.13567422662584, 0.13572116576692417, 0.13579262048078994, 0.13414348886301702, 0.13212157945463313, 0.12796174197304583, 0.1302413203249449, 0.12791900733964412, 0.13768644763859958, 0.1399147850471341, 0.13958442554554873, 0.14071467960120873, 0.14134140690459637, 0.13894168194330167, 0.13753790767773136, 0.14604190823735283, 0.13967277093766273, 0.13111672927248688, 0.12979349484652367, 0.14036500490378068, 0.1223310868584867, 0.13308282171530306, 0.1265384217208336, 0.1317740974326091, 0.13494286145043394, 0.13731714192058445, 0.1340889606474849, 0.134816919721281, 0.13942904717356305, 0.1387036394060927, 0.136691583817072, 0.1358373129236593, 0.1282540202800378, 0.13680789227985662, 0.14456012171827773, 0.13936486191199865, 0.1389398626529069]"
26,"[0.13289480935441628, 0.12978991207434132, 0.12996294012969642, 0.12504892683827307, 0.1362979121500111, 0.1321049360986316, 0.1363682869842472, 0.14032761840581653, 0.13270959307971192, 0.13360862783448899, 0.13138523138205863, 0.13868726394515907, 0.13814717977198612, 0.14280176024317004, 0.12664564081567184, 0.14404222523864388, 0.1350897047028843, 0.13612372237040865, 0.14022953655791487, 0.1343352707475839, 0.14407207856702234, 0.13784461360732428, 0.13884097043079852, 0.13547721816366173, 0.12963380867043925, 0.1304086320003715, 0.13336783001159824, 0.12624618210058658, 0.12920041454029277, 0.1250363727924299, 0.13234968970458022, 0.13087560035842166, 0.13633814084195878, 0.13528817395164164, 0.13627768505178472, 0.13748713793460315, 0.13786008210167439, 0.138333391167042, 0.13751569236905922, 0.13266425649925245, 0.13704109005080425, 0.14488550756787874, 0.12426679472854814, 0.1325886185186304, 0.13486715697695692, 0.135485109595812, 0.13536660967173064, 0.12580650102512944, 0.1402469999870159, 0.13533533984082255, 0.12820163446451038, 0.13958847633868068, 0.13180443592239788, 0.13163185126396104, 0.1400956667612322, 0.13306433862489725, 0.13180502382742731, 0.13828808260870437, 0.1332778421617495, 0.13110214629576097, 0.13414539690944255, 0.13681766630379, 0.1377622716088711, 0.1296457110266456, 0.12862934651631336, 0.133767496279594, 0.12401198366541419, 0.12897793320764336, 0.13508454987942145, 0.14220515086634328, 0.14266128863577196, 0.1443175177693685, 0.14119013987141185, 0.13838381665428828, 0.1275421858637604, 0.13897353611857013, 0.1384652493806673, 0.13314333916526408, 0.1280317199015866, 0.1300042404632166, 0.13515427712135733, 0.13677417516453677, 0.13599837347693372, 0.13198465304412293, 0.12949311963808594, 0.12726987042171503, 0.13307686428909887, 0.139490017122713, 0.1357046553326318, 0.13418347723972704, 0.12855537723835828, 0.1276604940277909, 0.1368182746881258, 0.12473678888665524, 0.13436210524300604, 0.13532291558646423, 0.1445157474819675, 0.13099803339767335, 0.13372351432633814, 0.13615928891173965]"
27,"[0.13552261060295004, 0.13489868439743755, 0.12221725643367098, 0.13913110024021066, 0.12955083897453623, 0.13743677423430656, 0.12134701071337876, 0.1434303603043485, 0.1274967813720531, 0.12360265891264607, 0.13222636192203616, 0.14014738060254725, 0.1309294761506824, 0.13548801071812971, 0.12711981128985544, 0.14006003256778987, 0.12863486019436868, 0.13728264366449475, 0.13766398800185173, 0.1316730453797386, 0.13397024404179986, 0.13391833239516424, 0.13340880317659587, 0.12527309545224405, 0.13931386757350253, 0.13485771926489734, 0.14029867766763343, 0.13813917293811087, 0.1355093043779987, 0.12576317427603587, 0.13363809746471078, 0.1284030628510155, 0.13142484816389108, 0.13734915515408316, 0.13787964580640588, 0.13032279858006493, 0.12989288390336515, 0.13367772397437105, 0.13113169822551898, 0.1278887702992361, 0.12572719785836903, 0.1331354681077537, 0.12927032749669964, 0.1265288252606312, 0.12863054712939248, 0.135380778490966, 0.12860616720920617, 0.1280063620600617, 0.13435103939233514, 0.12897252817726754, 0.14311889954586762, 0.1340927580026923, 0.12946623399291218, 0.14283425441212141, 0.1452730522858492, 0.13198302008772783, 0.12691040306286974, 0.12918508011706797, 0.13360705708469298, 0.1349867363195989, 0.1267836121612884, 0.13723671966922904, 0.1379627928227558, 0.13561410710087132, 0.13818565629980945, 0.13427825759283207, 0.1323217188231025, 0.12322243415503618, 0.12635365371927515, 0.13935901485343785, 0.1362288248470195, 0.13406038891668856, 0.1365629707979959, 0.1380820634758347, 0.12789638318093538, 0.13444938959649036, 0.13476053067873459, 0.13136276748182577, 0.13467394753224188, 0.1368403848729985, 0.13325750866602468, 0.13474866248383188, 0.14064662586256793, 0.1347638148997729, 0.13190963557061755, 0.13100744302864922, 0.13032203757378033, 0.1265395648450435, 0.1286289768739623, 0.1343864457185405, 0.12944716587690996, 0.13368295739358316, 0.1349831371226287, 0.13645771450564773, 0.12424096855137864, 0.13251303517189467, 0.13695755271474297, 0.13284656530502648, 0.1324411361586607, 0.1340956070099946]"
28,"[0.1350063126988489, 0.13535635392302833, 0.13152841682581284, 0.13021746679820015, 0.13848072905290493, 0.13183538459572422, 0.13359225800582095, 0.1323930713209331, 0.12900066836713134, 0.13774546563576923, 0.12804465368797585, 0.1366727819863038, 0.1299310188236546, 0.13117578880104727, 0.13227219841459095, 0.1317816350149869, 0.130027829964431, 0.12699027429267462, 0.1315391017254624, 0.1383742237027004, 0.13263673565509845, 0.13933297863356423, 0.14007234553604442, 0.13314787847229687, 0.13115982595025108, 0.14367972897306514, 0.13185699332310524, 0.1332531648732769, 0.13312935495502062, 0.12350105496465198, 0.14636208368061995, 0.13463992187985122, 0.13780989543051544, 0.12407941112202743, 0.14136312058760386, 0.1303059684982274, 0.12818839123728457, 0.13160486504941749, 0.14183242278126273, 0.13688005670374986, 0.12384248107771162, 0.13288990776312076, 0.13233645782343328, 0.13334703477965754, 0.12323224159104892, 0.12949443909538802, 0.13119909437874575, 0.12950579218859912, 0.1403942823009932, 0.13497033163172875, 0.134419066096047, 0.1344885110941271, 0.13517936182115003, 0.13007022924931563, 0.12799454783965183, 0.12735964348710388, 0.1292635132004709, 0.12252213316347241, 0.1361534065947653, 0.12876646497886401, 0.14067594126936708, 0.14273915346178465, 0.12824264057700785, 0.13739546292714608, 0.13520948470713628, 0.1314503572599618, 0.13196586283742578, 0.1328695288517495, 0.13865958944771886, 0.1351811248931961, 0.1361233984517773, 0.1264031024189184, 0.13863849062078215, 0.1403363483515246, 0.123777855471838, 0.12495021988814495, 0.1331299463033402, 0.13192661479970363, 0.13234803899198497, 0.13185893549297645, 0.13338224493606723, 0.12339541373350298, 0.12457644271391002, 0.13675312030214362, 0.13745728405320568, 0.13445459816724048, 0.13310286504720278, 0.13575089104893862, 0.13166997888673304, 0.1445123085363938, 0.14036404078055056, 0.12537027590928868, 0.13742894736410655, 0.135695019753865, 0.13765041949237916, 0.1440305981739303, 0.1330527934820665, 0.1277875798822284, 0.12719088206575063, 0.1288250316003638]"
29,"[0.12988924952568426, 0.12520626552762593, 0.1229251811400989, 0.13544932446555263, 0.12979806554052162, 0.12798501749480715, 0.13833334298739366, 0.13101984704502778, 0.14069462197983595, 0.13601976960280868, 0.13646127910012662, 0.1262802683165379, 0.13207005618254303, 0.12383725159632068, 0.1278287475647814, 0.12800759483635654, 0.12091380364295437, 0.14392447820837762, 0.1353703911530711, 0.13298848337911343, 0.13114383975752703, 0.12542282395857135, 0.1385944958938918, 0.13607981972221606, 0.13182451097919506, 0.13515815992691094, 0.13858363273357344, 0.13149519582628108, 0.129568156795552, 0.13690320527914748, 0.13425862439660616, 0.1311288886521686, 0.13045341057723917, 0.1390177376919736, 0.13429541059330874, 0.12721803965498618, 0.1357856732322783, 0.1388895898506362, 0.13684759188143492, 0.1340120656313456, 0.13095189536140944, 0.13317694977197525, 0.1358196795436501, 0.12641306230500557, 0.13722065027409455, 0.13786735588283255, 0.12983075296769836, 0.13042836050350284, 0.13155486457170748, 0.12982894789788138, 0.13371194193911878, 0.14033656982650441, 0.13001282917853463, 0.13284724589435637, 0.13143469432165353, 0.1305682747377366, 0.13789714123845911, 0.12360434383203468, 0.13139316215585228, 0.13615243483988426, 0.13721797014866452, 0.13139000299598666, 0.12657938908397695, 0.1424991582778978, 0.13310140980674218, 0.12304353847417061, 0.1341887184091126, 0.1242798115966024, 0.14259776059908638, 0.1289324516293267, 0.12782811135227637, 0.1279370219739945, 0.13654188148629245, 0.12309414257882181, 0.1327231838310041, 0.13329164151453682, 0.12651728272086366, 0.1301118709820137, 0.13711445559730628, 0.1324306470345031, 0.1238285630004144, 0.1349063825041794, 0.1387921462213814, 0.12981047534349927, 0.12726648300010956, 0.1303816726408075, 0.13447904358942564, 0.13231169390187822, 0.12467732193067764, 0.13462158959207426, 0.14188914733990224, 0.13495513932196188, 0.13000110130781115, 0.14120114535369774, 0.13545743377733305, 0.12325357602042739, 0.12839113056553406, 0.1283613312812078, 0.130473632199272, 0.13411553258077283]"
30,"[0.12927600112624027, 0.1367693048811622, 0.1331408713984862, 0.13440495651781173, 0.12885169301871888, 0.13479899612765753, 0.12286402692974795, 0.13737253089772686, 0.14129372597834405, 0.13871108326905718, 0.13267251464875512, 0.1261296734319749, 0.1335875809008709, 0.1305264062234814, 0.13088291527111987, 0.1386752584607942, 0.130873544020306, 0.13697729127995178, 0.12749692353042094, 0.1340388531367072, 0.135462011071944, 0.13168241849476442, 0.13834044648561625, 0.13510624966667298, 0.1358589756739029, 0.13512873754032706, 0.12738632523979512, 0.13192420842601196, 0.13606474293405946, 0.13592916982092623, 0.13443278414672452, 0.13075461651180997, 0.13724565391032764, 0.1381353860832339, 0.12637809665441896, 0.13448115850831122, 0.12721632174492203, 0.12803163566298503, 0.1409429867171388, 0.13022574445966148, 0.13159996724720777, 0.12689083831137066, 0.1300380413195894, 0.13924242451971255, 0.1227665318930447, 0.13244786843205153, 0.13095575904771617, 0.13236968544605152, 0.13312206936728568, 0.12665825474583556, 0.13983526409544678, 0.13058650338810854, 0.14007096965284727, 0.13590649963356574, 0.136604602805667, 0.13628916014068446, 0.1207380926074888, 0.13214626733761597, 0.1303420262411537, 0.13187509632803446, 0.13199904461662235, 0.14012180257721435, 0.12449465682819036, 0.13193551866120784, 0.1343632445205958, 0.13244589248516728, 0.14473157154600216, 0.13785391088565133, 0.13194250954096898, 0.13588437931591044, 0.13116056584651753, 0.1356096469387928, 0.13165967350793759, 0.13390738976124641, 0.13583754947205393, 0.1312466630646518, 0.13365833606961858, 0.13635486993966503, 0.1358475125813917, 0.13756739755005884, 0.12960091721095315, 0.13937441902029338, 0.1365331831379594, 0.14035316862523445, 0.1308700640997154, 0.13101139767471828, 0.12665869074895453, 0.13760462357257763, 0.1323425402671173, 0.14483826975723868, 0.13647466023988103, 0.13943714985900568, 0.13419668878718985, 0.1306028388126533, 0.1337785565438089, 0.13432256354173175, 0.13408596119970845, 0.12950056704764518, 0.1345292683829755, 0.13437078259920002]"
31,"[0.12548469948742666, 0.14387292659795778, 0.13205566484415437, 0.13506959404277036, 0.12863495617008056, 0.1310391215480284, 0.12335498262718268, 0.13496718964607082, 0.1371682602644816, 0.12357635815760062, 0.1377788992840199, 0.13232976156415416, 0.13283164544210718, 0.12952845748939468, 0.13762614856425845, 0.13191622910772516, 0.12489702133680812, 0.12787037263982, 0.12591630063886583, 0.1308302132142872, 0.1317811131587499, 0.1314001142230474, 0.13799433916785397, 0.1315291552410794, 0.13176496761636497, 0.13793591464406935, 0.1321179919979494, 0.13057256118480637, 0.1381237220307994, 0.13582702298904115, 0.1288086149852917, 0.13041685035588185, 0.13765003608844906, 0.14279286441686567, 0.12821083454060545, 0.1298525141558916, 0.12674342467801059, 0.13931186972733814, 0.14167102801826753, 0.13886588504589495, 0.1330011194653712, 0.13557848863570254, 0.13509255952014393, 0.1281449668209515, 0.13058938752047997, 0.13730917735885345, 0.13306941019402868, 0.13350668964804208, 0.13185443198046112, 0.13128204878265362, 0.11892983653416714, 0.13744008703025462, 0.12947528335437425, 0.1337153366149018, 0.13604741551425933, 0.13298650687032573, 0.13011978038768285, 0.13673731857133642, 0.13509882446161212, 0.13346711455963622, 0.13426376614109156, 0.13552780707088846, 0.14552374226296144, 0.13340675631562302, 0.12916346444126786, 0.12025617124349734, 0.12587223586723784, 0.12925182201488297, 0.1332776431589652, 0.13227166189043035, 0.129709592482611, 0.13149462644442572, 0.13004130964186938, 0.1402847014587556, 0.13829345603696747, 0.13228280587614416, 0.13739034384482793, 0.1386784426476599, 0.12833479933638486, 0.13056629990083354, 0.13772810401829444, 0.13405471945939296, 0.13956990173007502, 0.13820808339795262, 0.12733057414497764, 0.13565249894844927, 0.13828640730337804, 0.13203012670545164, 0.13829284043538267, 0.13302212257016, 0.14146058099258177, 0.13456916586188633, 0.12845871758592747, 0.14036064270033438, 0.12760364287674525, 0.1355214657469653, 0.1239071215183556, 0.12799839588455225, 0.13038203889575975, 0.1330883364257092]"
32,"[0.13669187443156097, 0.13390114184202415, 0.1313831077128472, 0.1452334643923899, 0.12952548552686205, 0.1282044451345361, 0.1336644375360029, 0.141589517614785, 0.13373266165317244, 0.13173856986042837, 0.13612591320668024, 0.14080284584801053, 0.13447287776625705, 0.1311919179712938, 0.1364094347718893, 0.13547643157087078, 0.13117912622153038, 0.1395922104529783, 0.13823714855733663, 0.13369241768418066, 0.12985901110836207, 0.12718948077474715, 0.13549725135291663, 0.1337551077287761, 0.13122587019849177, 0.13515395855091686, 0.13210107063165433, 0.13591300317727104, 0.13087375652726088, 0.138550185664348, 0.13200385402353823, 0.14057342068669024, 0.1320870969762637, 0.13205720224162684, 0.12772035223763323, 0.13355441353814695, 0.13868748592384905, 0.13673597243340824, 0.1309651160627674, 0.1417808711454722, 0.13226379862135965, 0.1368667247336653, 0.13149696338280287, 0.13287473135923683, 0.13133386281513604, 0.12723913574140353, 0.13084662169184932, 0.13368595528369503, 0.13450855664810613, 0.13738528411984155, 0.13531656729403915, 0.1296930503021039, 0.13714606387679132, 0.13575061542288083, 0.1329149138867685, 0.12481080722500604, 0.12968387854207253, 0.13454098158410022, 0.13123527561161902, 0.13006237736822587, 0.13043385743819627, 0.13500715024524765, 0.1364199347768428, 0.13483666082211318, 0.13871892425191562, 0.13535985680469734, 0.12494816650993198, 0.13723786879993619, 0.12884850638358872, 0.12810646651395224, 0.12487947055062645, 0.13076598364676087, 0.13714459414539726, 0.136807870028338, 0.12801209785042592, 0.13423582479674567, 0.13927348784813484, 0.13746888246764297, 0.139220850506594, 0.1328999034359602, 0.13074874013816654, 0.13516147696485178, 0.13860393496435486, 0.13517221972344998, 0.13344403715115766, 0.14172764388838935, 0.12443618574757043, 0.13720563799680566, 0.13436213631048144, 0.1309916250178846, 0.13010304159344524, 0.1339297084018241, 0.12531975928101652, 0.1345100954763909, 0.13443044829437317, 0.13160822873857317, 0.12019930562226737, 0.12519411126707375, 0.1315903151717015, 0.12750361985791442]"
33,"[0.13479627881612855, 0.12671898853435076, 0.1341913669201616, 0.13461469016510155, 0.13932156853269806, 0.13978165125976338, 0.13603809710759734, 0.1259170762399019, 0.13951309099197187, 0.14300762744441864, 0.13084049094971825, 0.1286756128956135, 0.12330209083627555, 0.1302456835357318, 0.13622810351862763, 0.12962628551223385, 0.1306493949448857, 0.11859960517223614, 0.1337164289751349, 0.12886624823532647, 0.13187896170608493, 0.1273405002613466, 0.1359862026447071, 0.134849530152903, 0.13886149387781543, 0.12958492077072814, 0.13411190226078537, 0.1310643014535811, 0.12605908786405615, 0.13120785909683771, 0.13020121248118624, 0.13531576871969528, 0.13589681436926918, 0.1334410640634757, 0.1350919784281931, 0.1394626150959817, 0.1371804910164945, 0.12870934689375255, 0.12861953720196015, 0.13755474526007128, 0.13153688743043057, 0.13334429586391736, 0.13481948774774846, 0.1319635489344438, 0.1355751878994413, 0.14096489043691157, 0.1302053574727327, 0.13103804135292615, 0.13075663994061493, 0.1252690733312694, 0.1406310165891101, 0.1319990455337619, 0.13475624693818258, 0.13810131792089309, 0.13573621806549882, 0.12557962915431026, 0.130674661239166, 0.13128295389416078, 0.13309966534787068, 0.13122142984088234, 0.1307703386319013, 0.13265674020559864, 0.13581539722042818, 0.12806978345710882, 0.13616253312671914, 0.13940772291027062, 0.12334238773153355, 0.13114339969919384, 0.14108401517302854, 0.13410254089128695, 0.13840502700862334, 0.13163044772856056, 0.14085444392603602, 0.13229886554833248, 0.14055947263529978, 0.13684430134409006, 0.13117681575241974, 0.13507524017708744, 0.1285278529521808, 0.1282290466311848, 0.13368705083906202, 0.13602425916549593, 0.12979041525228777, 0.1267243592832647, 0.13158406868778888, 0.13726272336988832, 0.13618965272570857, 0.1293160832719853, 0.13148299773973945, 0.13842596786204395, 0.1335482672236164, 0.1290755937959079, 0.13365627248267226, 0.13350732141836366, 0.13177883766028062, 0.1257172322630832, 0.13194543866326097, 0.13180110974776196, 0.13474556908289062, 0.1369780621795598]"
34,"[0.12991802122692286, 0.13528603169346357, 0.1359026698697933, 0.12036330843847637, 0.13514016661277936, 0.13511012734297148, 0.13964708330220255, 0.12965526173234712, 0.13386590548741317, 0.13428176106852002, 0.13766677168904232, 0.13230622403395018, 0.1332080174509117, 0.13590849243531963, 0.13629416955844226, 0.13120356911908115, 0.12902902451049436, 0.14009626989959337, 0.1314669775382924, 0.12459645954994426, 0.13187221961573384, 0.1367932170779508, 0.1289413038143526, 0.1252047493041857, 0.12901088521472387, 0.13388431290890387, 0.13402900288659533, 0.12357616167926319, 0.1327487941843591, 0.12802019670627282, 0.1347155333881023, 0.12486926648042251, 0.1388942580331576, 0.1426028898782951, 0.127278930567031, 0.1342496034941906, 0.11954767367467543, 0.12653627581614965, 0.13785506886009788, 0.14183004015090467, 0.133548919179451, 0.12329753148889472, 0.13935497814339382, 0.13241789552014102, 0.13873813955382136, 0.1362884632292896, 0.1415838500129305, 0.12636715345624824, 0.13632715425912198, 0.1430904604740219, 0.13208218514433415, 0.13204712914511413, 0.13114549969847736, 0.1376910465000145, 0.13909122550313696, 0.13298128865973627, 0.13563643285775703, 0.13313564423590726, 0.12983776319967272, 0.13481667793319868, 0.12859829088831773, 0.1266066172177641, 0.13802320458007863, 0.1312989068010093, 0.13767160195454808, 0.1258547557385596, 0.13913837782322291, 0.1298470206136283, 0.1368379646404712, 0.13631820389808494, 0.13872707843304588, 0.13656435461712146, 0.14104773024145223, 0.1318212373436697, 0.13104526146737133, 0.13556172473492245, 0.1347699009621189, 0.13127896830297206, 0.13459587385452115, 0.1422552246129499, 0.1307305741787792, 0.13516747680866692, 0.13474316838253736, 0.13999653639611698, 0.12994956576710742, 0.13264897255359734, 0.130899617695827, 0.13502854745179438, 0.1306895877692983, 0.13593595187089677, 0.12855877574176272, 0.13068777970695566, 0.13080312688359536, 0.1307077427775089, 0.13773235998450206, 0.12502402795866208, 0.136415959155339, 0.1396227862235102, 0.13075403927996576, 0.1328470984043614]"
35,"[0.12706640487204832, 0.13671573192350073, 0.14187619098541648, 0.14155889718972667, 0.12880296838287067, 0.14156768268516495, 0.13479443054612647, 0.1401367942317889, 0.13540225903093125, 0.13699889334940019, 0.12781110036707205, 0.13949488184718925, 0.13529006284545897, 0.1283855920496593, 0.13991171843811706, 0.1395890640036381, 0.12644530084431893, 0.128903178629644, 0.13532553041742124, 0.13444786883465218, 0.1397040689101462, 0.13047977436583158, 0.13130409976578183, 0.13333527316337135, 0.12037539969677348, 0.14223957351565372, 0.13571467877495777, 0.1365810692775189, 0.14104764139677495, 0.1305870757079253, 0.13304447451761656, 0.1329465464258761, 0.1320058890342231, 0.1412422639135354, 0.12546815305937503, 0.12919336369776258, 0.13095258073039323, 0.13411116950582996, 0.12957149482783284, 0.13789401017811645, 0.13853604173636602, 0.12976402422474284, 0.12834837618701583, 0.14185447525387054, 0.13278371069866038, 0.13870213562022446, 0.1395281907121035, 0.13579885581974688, 0.13779582671395577, 0.13343262556952598, 0.13558220523286535, 0.12846536661553312, 0.13297474158850064, 0.12754644396187487, 0.137568504378841, 0.1315090063434077, 0.13721383101983814, 0.13991830679025982, 0.12966041182703789, 0.1367176983869518, 0.1324159419910029, 0.13314484808272167, 0.13305596848177006, 0.13671624738166918, 0.13944362417493616, 0.13517687255985467, 0.1352677574729094, 0.13849440902240406, 0.12686991538062342, 0.12478214321310377, 0.13709502440509763, 0.13044536561596384, 0.13320432244300445, 0.1356222041536018, 0.1307176579589142, 0.13346272397786885, 0.12529904188970378, 0.12936356355841547, 0.12946720949122623, 0.1381722052352961, 0.13773272046413487, 0.1365902504070965, 0.13675524200824846, 0.13009475054780859, 0.13579410745582776, 0.13294747583031172, 0.1331079413952127, 0.1420635995236504, 0.12861943385111077, 0.1338421953936942, 0.13940460527908852, 0.13125260418280493, 0.13036630393806065, 0.13653537465623222, 0.13244613851315037, 0.12640131628601642, 0.14082041789896801, 0.12794185880166173, 0.13764558264991208, 0.1305671226825676]"
36,"[0.13463616983214832, 0.14006047504255761, 0.1373536385031425, 0.13600843716781447, 0.14222649605212118, 0.1388470215186925, 0.13295163246774303, 0.13507242022016064, 0.1280354715063032, 0.13088344956649578, 0.13149576411327224, 0.1303914598004538, 0.13781899481564597, 0.13191249335801028, 0.12820144146542026, 0.13552069871339373, 0.13080798875092342, 0.13053384408469337, 0.12778093218111095, 0.13553929161973133, 0.13203881586560803, 0.13092888143479556, 0.1392270937866356, 0.137255377655761, 0.13380236351738634, 0.13127667659429115, 0.13614678284751472, 0.13412586175436952, 0.13655838836090198, 0.1321202712332909, 0.12724947797551384, 0.13201511868135068, 0.13361239006475387, 0.13279286986918287, 0.131486416838161, 0.13362655589582642, 0.13106494696147292, 0.1370801315176239, 0.1332164881695753, 0.14169289485742048, 0.13942816819273962, 0.13695086839752268, 0.13050357784560407, 0.1370822963501896, 0.12530818271589103, 0.13429823362095894, 0.139747192844236, 0.12932290704736232, 0.13363721624537628, 0.13283662110675967, 0.13429598084838162, 0.1322731747696931, 0.13356968386439186, 0.13545593724736574, 0.13609729732986262, 0.12459314926116061, 0.13225781114209126, 0.13665592900421306, 0.13431747590522156, 0.13785131464058709, 0.13947945811388035, 0.1321256719942555, 0.1306709435287907, 0.13097635930298124, 0.13064969037425855, 0.14014462465644045, 0.1328976631115076, 0.14077909051150642, 0.13474717138219663, 0.13874054676625466, 0.13345758327193272, 0.11768413952576309, 0.13431122497623657, 0.14386916739112768, 0.13412173246740436, 0.1348884128334355, 0.1369982027663617, 0.1345407623958026, 0.13595611078567524, 0.13783456218230303, 0.1387476072702789, 0.13569818736914163, 0.13368653815022727, 0.139693669425734, 0.12657238164787404, 0.13426117320465975, 0.13841635621180268, 0.13227585097503358, 0.13957366595059498, 0.1334715561096919, 0.14174827538168272, 0.12955032117222404, 0.14155107922948265, 0.13267403749707793, 0.12906055413172587, 0.13726226827863403, 0.13901935126698647, 0.1325407853442647, 0.14327722185683373, 0.13886863432702964]"
