degree,values
24,"[0.23152965819968974, 0.20808748616650405, 0.18570828884255683, 0.20169092189916463, 0.17797009259130486, 0.1864558215849813, 0.21574561119088007, 0.21404748447385624, 0.2177479535513607, 0.21666852828570551, 0.20234198650003474, 0.21272664864973226, 0.20336227581304056, 0.20736682685260666, 0.2027247949797175, 0.19214843407769253, 0.1899515079461472, 0.19157788625193403, 0.20520427701497063, 0.21843495777404537, 0.2142442829141802, 0.1981979542980007, 0.22694830217047746, 0.21008987039663496, 0.21595873448637815, 0.20066113478595507, 0.20999247072938507, 0.19885752796286615, 0.1934468765011663, 0.21144784225068586, 0.1801814180586672, 0.21724637052327148, 0.20187613776263189, 0.18396077428752358, 0.199442773842709, 0.19899271401411442, 0.2210122261223091, 0.20696129016274062, 0.19775086943497458, 0.1997033189703902, 0.19309022613494495, 0.22925355329594035, 0.21198293127849815, 0.18600272445497915, 0.20135618166247682, 0.21733430244271418, 0.19022906669853584, 0.22484006175038165, 0.20017902875647067, 0.19373715054853263, 0.19389594480812836, 0.20204660997394064, 0.20098503411587834, 0.20021849101974595, 0.20433916857491813, 0.207752027481254, 0.208384162501191, 0.19961575337933216, 0.19215753590357923, 0.193465961977435, 0.19775556708402137, 0.2276704312254945, 0.1932748208798336, 0.19375685598476766, 0.20914288115452262, 0.22266515249266502, 0.20949258811390623, 0.21910594463241959, 0.19899924173517256, 0.20447912720162376, 0.18015020052670191, 0.1999959106272205, 0.1960251523334613, 0.1901145021999571, 0.19414401864017214, 0.20876803446363582, 0.2257219038124993, 0.18133606176344755, 0.21518349163063094, 0.20729014437247636, 0.2120227345325237, 0.21728299961499498, 0.19933686676752863, 0.214505440560443, 0.20732691776892362, 0.24076952904660864, 0.2154346492259752, 0.18841369849583886, 0.21127121141044877, 0.18674609515147927, 0.20939213875142945, 0.2063824476040454, 0.19192330360163454, 0.23214532475693533, 0.2104191903568009, 0.19750936268854918, 0.1982135952982062, 0.20005784461771137, 0.18976345380669088, 0.21223522773347603]"
25,"[0.18173945476600215, 0.2010157197346543, 0.19477497138783598, 0.19063996988299875, 0.18493159938503595, 0.20569559212347086, 0.1846878422669432, 0.20890099650557084, 0.20228802414865657, 0.20119876330078598, 0.19739832859730755, 0.20868127609248152, 0.18791248658992538, 0.18453303360689213, 0.18338322122334597, 0.1986244668390879, 0.1986695735626618, 0.21419499526761054, 0.22760268979570822, 0.17634303427976497, 0.21274616574823674, 0.1944207445311184, 0.20466822508345794, 0.20612868267011072, 0.2109970419246903, 0.18229371452485452, 0.2068599447795738, 0.18881367906407717, 0.20897215901681684, 0.18026154802683603, 0.17656916508061665, 0.2242393682573907, 0.18472357739438633, 0.18412172019184525, 0.20723631441081256, 0.20290471413184924, 0.21324297363642605, 0.2142552970200744, 0.19346239411223687, 0.19736351165856011, 0.18752859915260842, 0.17006348269462165, 0.21130851058672306, 0.18051404878464522, 0.19900796515313107, 0.2254310310778995, 0.20574393620953144, 0.205115347629836, 0.2322841086184593, 0.20114276590051558, 0.21046572200352903, 0.20782969512593386, 0.18170870983770254, 0.20323277289019512, 0.19277598936085805, 0.23664483565829939, 0.17671086756692936, 0.20353738883345016, 0.19425657945178149, 0.1905696042020904, 0.20538353137346427, 0.19358621181478544, 0.18514922299051478, 0.18873323950158738, 0.19946888420833042, 0.20591971467096265, 0.17310510157673334, 0.21061033699066675, 0.20633128778525733, 0.20942188021137845, 0.1961654767381414, 0.23365084297948802, 0.1876218568434227, 0.1864394996818171, 0.1834325216046101, 0.2070373939118738, 0.20168902881211903, 0.21407548042906607, 0.18698379899276094, 0.21414687122926224, 0.2011829294035663, 0.18081922330467473, 0.1751411598099867, 0.18087064686119542, 0.20993266726664978, 0.1836602031532793, 0.1846781453528314, 0.20445664980647174, 0.1834482320869286, 0.20219378455429576, 0.20068856459605564, 0.22063393392779004, 0.20113570438048994, 0.19210611518945198, 0.18358896706156133, 0.20928849269701347, 0.19240774365868563, 0.1944913666861549, 0.20664413850367694, 0.1997876617045532]"
26,"[0.17102835454377596, 0.2160545190613564, 0.19538755700710866, 0.1815573747663451, 0.20194147636406679, 0.20533105712236213, 0.21026118718555983, 0.20261895714316397, 0.2093734687909637, 0.18544948043214496, 0.20408434289458535, 0.19748168445948308, 0.204756804277793, 0.19570142928423367, 0.18657741444718548, 0.18392085934121588, 0.18635052772338445, 0.1982216508548184, 0.19337579460104337, 0.1811756118146557, 0.19687975653419387, 0.20760877788519466, 0.20778211437044128, 0.19161752415273786, 0.18757753425361273, 0.1937883586196975, 0.19874303868179602, 0.20465873840886037, 0.19017216344234858, 0.19088008286084834, 0.17200151403386557, 0.182690292845982, 0.20348671636040364, 0.19634709497384, 0.20516859510489704, 0.17890992546437967, 0.21091669064417817, 0.18694525716868873, 0.20575147644361022, 0.1862959362781065, 0.17717517540811215, 0.20870793392525167, 0.18953649243195006, 0.17612545223858359, 0.19861056105784147, 0.20206401826849124, 0.19253995132444607, 0.20359661275396762, 0.1981346447950715, 0.22273591482571306, 0.2059523932777443, 0.21929432325704795, 0.19592233391528024, 0.2000864729424666, 0.19815301771247734, 0.1900209045085142, 0.1981299778706548, 0.19029849557525597, 0.1957124265145985, 0.19958871380981388, 0.19668147528248975, 0.20181785053187454, 0.18682428534957826, 0.18663776652248074, 0.2051110204995462, 0.20210445593149579, 0.1894599126520377, 0.1976537102111374, 0.19725355951786508, 0.20434649972233668, 0.19839445791904836, 0.18783694977725499, 0.2135206651727104, 0.21606950108660175, 0.21654523211486978, 0.1948988627907524, 0.17515856862828286, 0.1867120500768372, 0.1945021421058524, 0.17167900999199728, 0.19509202827804786, 0.21673841620592238, 0.22808285733793787, 0.19567534360347125, 0.17677072974274588, 0.19190299240985914, 0.20672662732389, 0.1691394688011743, 0.195415137608957, 0.20424504649224964, 0.19391834202898572, 0.1952542906822578, 0.20377852399769317, 0.20484439766227167, 0.19833061108387715, 0.19079285427582895, 0.23738104484810416, 0.2241412990432344, 0.20647495499542237, 0.1878228820071859]"
27,"[0.196838668769689, 0.19343210853728326, 0.17941902861789458, 0.1943587414847755, 0.20789366027599998, 0.19893533319097034, 0.2052632134110333, 0.2028615601251943, 0.1926847366053662, 0.17076385008999478, 0.19260953441439924, 0.18751666528842018, 0.21451047182911245, 0.18858570254288054, 0.19858945099784103, 0.18614229258859738, 0.19650157138208416, 0.21255350009682944, 0.17995481644938044, 0.19227238414779424, 0.19390767096584333, 0.18225211534967622, 0.177878019958404, 0.1901042532995453, 0.17439491471564078, 0.18690980238771004, 0.19880430222857767, 0.19222370764100208, 0.22027683327607034, 0.18704399900564297, 0.1862602127985471, 0.19483457356721226, 0.18752292252749542, 0.20129459852888384, 0.20447164830718056, 0.20259635723158395, 0.21457558013780242, 0.1872513104926286, 0.21431790483578766, 0.21256824725290452, 0.1657558249375115, 0.18472823475282724, 0.19375239222642698, 0.19409434064735057, 0.18590260569151512, 0.18209642346354382, 0.20380832093186024, 0.18801109520970358, 0.21690830738818284, 0.1849918353516584, 0.20633419413939516, 0.1781453750503764, 0.20237849334766012, 0.19472060849401132, 0.19514908463607034, 0.17311535953772558, 0.20894186346795365, 0.1874925697404117, 0.2024399778284093, 0.202920577442122, 0.17191684841313112, 0.19442726833155397, 0.1850810342550691, 0.19135001651454228, 0.20505223195347533, 0.19477686935309335, 0.19495958516738945, 0.2016527896942225, 0.18779389073926644, 0.18049242881629599, 0.19768339383833933, 0.22566692313609168, 0.20789673371449444, 0.17372161799888658, 0.20175421311897856, 0.22334841465548172, 0.20919758605939928, 0.1806629637643508, 0.17013024303314, 0.18267800466166548, 0.19155932351806987, 0.18787703765372557, 0.2248811941140227, 0.19521722936168173, 0.1930369650431239, 0.19196160215142205, 0.18885339980108762, 0.2283149690316771, 0.20925883810280818, 0.1853007560963221, 0.20790399539373788, 0.1983624148148374, 0.20769432073136943, 0.18449964982975747, 0.1992339863074919, 0.19402231875231368, 0.18938851432333512, 0.17485004575366583, 0.18636838161972316, 0.2137039865395203]"
28,"[0.19746186673380514, 0.2125981462839628, 0.19746978099852827, 0.1989628629164629, 0.20171220506837953, 0.18200376063145168, 0.18038920202065764, 0.18407788839921468, 0.19684835745137064, 0.19579120236559708, 0.19453287149648166, 0.19692788628552274, 0.18914272445548072, 0.1979292814705549, 0.1930905750052316, 0.19159849597815806, 0.2162236861882251, 0.20922548849745684, 0.18495189884401414, 0.2081326934514325, 0.1830635309153156, 0.20496927783900057, 0.19871569866033262, 0.2037131555344128, 0.16860254655398718, 0.2012974581714973, 0.19179110164792107, 0.16634481229620227, 0.18588391976387839, 0.19348232980147623, 0.2126864099990993, 0.189378286492775, 0.18343579484341102, 0.19062777731915143, 0.20352426762620968, 0.1951957031798948, 0.21090127004278836, 0.16866693151573267, 0.2054600663388056, 0.20132929981875342, 0.1670778802023763, 0.19556753699379956, 0.1878144672367023, 0.1933745382769001, 0.17683378281766657, 0.1850523200304193, 0.19884296076923053, 0.17752114741563985, 0.17413852439376912, 0.204950929855011, 0.16874247420949856, 0.1861089916801947, 0.20402420939628663, 0.18686962645160668, 0.2073374845365513, 0.19195587384084198, 0.1973839777348743, 0.19642051038070577, 0.1759382640816921, 0.1878354566408698, 0.19641518587439716, 0.21571880677141775, 0.19751584883105022, 0.1844326750097663, 0.18018547911637034, 0.20126066424085015, 0.19819063887623184, 0.18966228259340343, 0.19435663127855496, 0.17375615455187549, 0.19259066296084462, 0.17938990146619163, 0.18442223188597381, 0.1903557110332632, 0.1927326859776347, 0.1797954291727252, 0.20470415122192961, 0.2068125887565899, 0.19110495770164712, 0.1677380426417401, 0.1944402846672946, 0.19504722676724826, 0.18097570499389312, 0.18178943606932968, 0.20945206846737785, 0.20067185007369553, 0.1785030966720209, 0.19070927139127417, 0.185163432315446, 0.18047617593472515, 0.1853963357445526, 0.2250792687334785, 0.1835340816649559, 0.1781607720047583, 0.19501469815355527, 0.1967007496576845, 0.2031124408905648, 0.20505843629600803, 0.19910775032699168, 0.1907209489440697]"
29,"[0.21308298547395557, 0.18391972031028958, 0.20011879329759902, 0.19522447020720174, 0.17612394688835967, 0.20370363934232127, 0.1934169198660144, 0.17799868217629364, 0.19006336383846306, 0.16395962640276276, 0.19867678962559868, 0.18008856364662892, 0.19800821418359515, 0.20700729964851353, 0.1793265768259915, 0.19167071781101291, 0.1679109680983595, 0.17158356198806113, 0.19206607441477663, 0.18837716903324167, 0.1911670431388231, 0.18772647984319812, 0.1829951723012513, 0.1951887352625698, 0.18534988779103495, 0.1944171663136067, 0.17562692089040963, 0.1865908811096971, 0.2054894897207229, 0.169613336800311, 0.19718850192762774, 0.18811699596740095, 0.17131846029541295, 0.18212739889546506, 0.18535258378501487, 0.22392478432593352, 0.1890601695213218, 0.20320885207839876, 0.21251628303430897, 0.19213112292376708, 0.19502716831904404, 0.1799674636862646, 0.19300606362456274, 0.18624569087304335, 0.18859919865984767, 0.21617948077842208, 0.18184021862012512, 0.19541528918931184, 0.20533372619480897, 0.19547056449402822, 0.17953866108384886, 0.19273241838850352, 0.22106615141731342, 0.1631274883157918, 0.18095229101901925, 0.2132078789210922, 0.18378443407144063, 0.2056031946958011, 0.1956257028617425, 0.2039489277595552, 0.19087965576791047, 0.22206088027147874, 0.21029078736854098, 0.19019085821305887, 0.19505867047696576, 0.17959668742698154, 0.19900217826823974, 0.19424526162398792, 0.18678266168308563, 0.18159755309318165, 0.17654452557865066, 0.174704957508153, 0.2044507159627898, 0.19691510124101844, 0.17073390489351328, 0.1865322789286805, 0.1869726758716235, 0.2016196809118587, 0.18619928134902355, 0.18644883082510794, 0.18418757186296497, 0.17368661681119074, 0.20234503364442158, 0.1961901802592137, 0.19604071288025166, 0.1695232237109927, 0.19039237448079918, 0.19330932517922098, 0.20962957216692707, 0.23035017525169513, 0.2010694200925398, 0.19263874227209155, 0.20251183010915508, 0.2089099857326304, 0.1709312105079604, 0.1932543146214914, 0.19595498117289586, 0.19130455699004206, 0.1609746087111205, 0.1907445522396202]"
30,"[0.19956762425200358, 0.20184126511931105, 0.18296453763453888, 0.20381436242156897, 0.17807218292975435, 0.1805510267954333, 0.15698758726419182, 0.19267766122445976, 0.1944460098338585, 0.1616254907684125, 0.1889454547055657, 0.185291235550578, 0.15609582422273802, 0.17652592456577054, 0.15665548036647678, 0.18944761486066344, 0.2027780407973009, 0.17862724493526674, 0.17187262489901914, 0.1908876517611005, 0.19722860936603698, 0.21408247344927425, 0.1897124151300534, 0.1827227797476964, 0.20230285951896948, 0.2047613697063623, 0.17404790583162516, 0.18211913443019068, 0.19611493282241854, 0.1959047635855121, 0.165530376735375, 0.20678235158468664, 0.1735784757061746, 0.18781334339531192, 0.17697166461671968, 0.19492144204241196, 0.18874236881698733, 0.1960953685705418, 0.19474004989309324, 0.20660863441732558, 0.1749573151404053, 0.1878236537889725, 0.204101702240856, 0.20404204392286837, 0.17415038237250663, 0.2010515518977458, 0.19850079181403166, 0.1845472158201827, 0.19433526801065332, 0.21300140973385734, 0.19077511834339567, 0.1917206708568792, 0.20093559719834775, 0.18822981737185296, 0.19898817834309904, 0.1816641458034287, 0.17759787556278875, 0.16557333810295738, 0.19803108976435244, 0.19357989699656736, 0.18104810377103067, 0.21786846330734735, 0.19453904712549686, 0.18865787558894406, 0.18764182095747386, 0.18379319448794948, 0.18439014837907533, 0.19346742922037946, 0.15230735739387916, 0.19169313323241702, 0.1987823823237962, 0.17737481896914417, 0.19006880343346086, 0.18945034511024386, 0.18800210505293155, 0.19450664855466387, 0.19205988146488664, 0.20634475039620107, 0.20445483319792368, 0.20376760420503123, 0.1894175841614641, 0.21302577361167668, 0.18983487190677803, 0.2016538318368146, 0.20481288063183603, 0.1884592317203031, 0.18617378823448813, 0.18475875475589068, 0.16970107734326823, 0.18020945646376296, 0.19135137204823305, 0.16829484668425543, 0.2083682419575694, 0.20550742337899508, 0.1674580309013672, 0.1886872183751148, 0.18002586955666997, 0.17583145591405386, 0.1763547275675718, 0.1806657868280896]"
31,"[0.1820089771806854, 0.20097558288244918, 0.20032299093390482, 0.15282341294021973, 0.19013054804529003, 0.1630928845714138, 0.19805401473019282, 0.1833252160555231, 0.17663041445033015, 0.20031560412446403, 0.1793783060621829, 0.1912537652629369, 0.18267337320508817, 0.2115103907778979, 0.17406730804349618, 0.1756518724182977, 0.18540596232430248, 0.17450066846264892, 0.1685489747897017, 0.17544868092678126, 0.18087694660848438, 0.17753301319642198, 0.20783251951996662, 0.18665271062592664, 0.185784208042451, 0.18143609356846638, 0.17988500590461445, 0.18800125209763352, 0.18412578373832247, 0.1873689152169221, 0.18383389687983334, 0.18183341861175384, 0.20872536928770644, 0.2147476826947587, 0.18446943187304607, 0.18688204482906262, 0.18973590937097412, 0.172255676895712, 0.19659635584776336, 0.19266888485041345, 0.18363859742571467, 0.18209483348023156, 0.18560819005132914, 0.17662649010405898, 0.20696394421451586, 0.19817788610498188, 0.20492519735476686, 0.18143578558851078, 0.17859762197046863, 0.19656645880779586, 0.20434189998490737, 0.18068596993083616, 0.1928649892239068, 0.16555405437281404, 0.1879308293322286, 0.20359196686053654, 0.20224168774579349, 0.17904401884469182, 0.17907103075974126, 0.21310781165260517, 0.17517885450712975, 0.17562310292078226, 0.19324200641510794, 0.17165206764191954, 0.1800453596595509, 0.17915257355836015, 0.17943521804748283, 0.16682278466246295, 0.18282380415608604, 0.18941032346170839, 0.18509479609789517, 0.18211725689192396, 0.18821079165673682, 0.1797226568364088, 0.17930107985423, 0.1852324409504718, 0.18941863730983052, 0.18438229426922412, 0.16149015343614917, 0.21185257371800714, 0.18366297785576197, 0.19306449241725457, 0.1622191948315783, 0.16584467802628453, 0.17014132234531784, 0.18951738451010156, 0.17817465895217824, 0.17369805857759868, 0.18645439148853948, 0.18798681036269724, 0.17634016833341778, 0.18638356117055316, 0.1673134910380034, 0.1690960314109107, 0.1842931005161201, 0.16876342746996553, 0.19010044231214182, 0.20693099884454627, 0.16022612346723464, 0.18170525415688335]"
32,"[0.1915902982255412, 0.18593016218168612, 0.20361218882595514, 0.18356558084245972, 0.1825152641926182, 0.19489325068735164, 0.18496964215017347, 0.18994497157918047, 0.17521229065255778, 0.18990088225603344, 0.1811448182094509, 0.16859928121007414, 0.18780087038309473, 0.17375406037587976, 0.19958532822619243, 0.17724155657783866, 0.18310766392478586, 0.1805311657591403, 0.1984233881714787, 0.16799592433084093, 0.17591077422314616, 0.1846110276944899, 0.17591219572172434, 0.17926732164429982, 0.19058075630149093, 0.17928797872034902, 0.19072763923021868, 0.17759368628691002, 0.1914273800211653, 0.1808973418823994, 0.17704831643297758, 0.1700058950809259, 0.16385968902683756, 0.19817657890437865, 0.177740813777244, 0.1888030292360119, 0.18770803446661066, 0.19989376831066416, 0.20571478819505903, 0.19252171042526103, 0.18139281367487198, 0.1646886586985356, 0.1809696028579706, 0.18954047613285627, 0.16430119581596173, 0.19791165371897596, 0.1974546710816304, 0.18881692690219665, 0.1700603051018216, 0.18631378929964376, 0.19126085823996072, 0.1834611909451989, 0.17997747521885554, 0.19998186689452976, 0.19108065736732077, 0.17114345899422637, 0.17588359414998925, 0.17823174155460658, 0.18680673760530006, 0.19195824714385226, 0.17920542651471494, 0.19286265234130207, 0.16494291401600394, 0.1810090214190005, 0.1840601216069767, 0.185454971845278, 0.180037470978241, 0.1765348405253996, 0.18642979711612984, 0.1953787381218338, 0.20354538190751117, 0.17035035248798902, 0.17649425473904548, 0.19612156753797044, 0.19938459048534418, 0.18513534983839527, 0.18655149139043428, 0.17570578949874152, 0.16796457285976826, 0.18999571753351682, 0.1837262888132085, 0.15733231241598034, 0.1845554402980223, 0.18772093940343448, 0.1760775881548613, 0.194476936125843, 0.1922769696191306, 0.1865662527251803, 0.20271213650637301, 0.1866558335166832, 0.17855227791468503, 0.1743623296271833, 0.2027461406723188, 0.19164767970555435, 0.18991679912963783, 0.16960594466024226, 0.18355574611328643, 0.17522743796351037, 0.20327919246798853, 0.17093750043446082]"
33,"[0.18690657242904848, 0.16659714182060426, 0.19796710617268115, 0.18244554900326856, 0.1829346900964744, 0.1785735467442191, 0.18306873060707934, 0.190129783448979, 0.19197844451939086, 0.17286184281743977, 0.17538847735460014, 0.16885111996400096, 0.20488431118015568, 0.176599509615917, 0.1817340497042562, 0.17775390675637234, 0.16613074121338023, 0.16490994463913924, 0.2001267621966198, 0.1800724216051812, 0.19452491163878927, 0.17697338827922174, 0.18907859133271981, 0.1704633118200968, 0.16594500707371998, 0.19031513525406968, 0.19420166623690768, 0.1937026874911815, 0.19417159768371856, 0.18419849138681063, 0.18315477746084535, 0.18980246433381792, 0.19826076214955524, 0.1684254797613077, 0.1636595194827969, 0.19675956322824006, 0.18008250491903977, 0.1991321349901556, 0.1569529336023207, 0.17741968656402438, 0.17798606661748434, 0.19186954626996247, 0.18218214094155544, 0.18952044758978642, 0.16865938855577237, 0.2028943156985238, 0.19468221967945804, 0.19384218006862364, 0.1978064982200406, 0.15712154480847268, 0.18757982987880978, 0.1861779727097608, 0.19912351743855156, 0.1992405166018369, 0.18339357100263387, 0.17287371212655347, 0.18912530291396384, 0.19512536189309138, 0.1975762555014612, 0.19496502757970205, 0.1533108905887836, 0.17861826702822622, 0.16917079559480735, 0.16982366148386205, 0.17620128198987756, 0.16399855460734916, 0.18274989583350754, 0.21109589664370135, 0.1971805136659909, 0.18289767471220006, 0.19292443277752142, 0.18494923137963398, 0.17927133265876827, 0.18872946203190027, 0.1764442565778942, 0.20894250527034033, 0.19896278766747916, 0.1744098559379182, 0.1780826252770842, 0.17711032277644043, 0.187917306536766, 0.18794382498079917, 0.18693835526451422, 0.20306286884067248, 0.1757691524496318, 0.19775816184178452, 0.1817586381371728, 0.17511029327989996, 0.18478982574514605, 0.17559132284289225, 0.18104190355161992, 0.2008833042719816, 0.17849695493002782, 0.1731292187419218, 0.1881094728488877, 0.19084531770011343, 0.19699306006201314, 0.1906580253902795, 0.1731042415635306, 0.16785553911052503]"
34,"[0.1783570959700098, 0.19028448322451666, 0.19037913881167448, 0.18108635969793146, 0.18786443836475106, 0.1814487102745357, 0.1609681269559983, 0.17913894624313512, 0.16304587552848301, 0.181004365397086, 0.1970555471843435, 0.17712821383048635, 0.17780623207171242, 0.20306439555750885, 0.18830099411585394, 0.1602564825663484, 0.19232597510129992, 0.1820058753841004, 0.20497546790755475, 0.17608358832720553, 0.1743211113532203, 0.1911270220748805, 0.16735664807299758, 0.17483520730029314, 0.18208078455022508, 0.17783188249447335, 0.17064507076444538, 0.17525051369586642, 0.17536762657227833, 0.1716120491718461, 0.1976641579320118, 0.1784332396338593, 0.17084581875938404, 0.18766692679328942, 0.17869066190459804, 0.1819268277475717, 0.19275872450911063, 0.2112692811447365, 0.16132388399269929, 0.1719236655764574, 0.19338082907181797, 0.19361408505778024, 0.17735255496005958, 0.1649874382691583, 0.18944659853905566, 0.17388210521349773, 0.18590028661020186, 0.1739806974329766, 0.17362833109476095, 0.18601466467659264, 0.1848912697599254, 0.1867070169839256, 0.19424265382871986, 0.1786623691294519, 0.19216553997200336, 0.18489939082849882, 0.1915249437805179, 0.19814155703029349, 0.1836046545113796, 0.18083876760791295, 0.18703679143079657, 0.1789637167076032, 0.18078064958268972, 0.16640386751974987, 0.16156000156791256, 0.20024924943591796, 0.1607785096886057, 0.18140197525710747, 0.17392699759860866, 0.19335360975552557, 0.19375593211333278, 0.1776910034042521, 0.2017043402636024, 0.1945384007210452, 0.17953193619042648, 0.17228204917834536, 0.21320095317384702, 0.18357786363385034, 0.18455196647054745, 0.17982585463027245, 0.19655684329316567, 0.1769899583697107, 0.19271764599768496, 0.17609487030594081, 0.20834971349589151, 0.20502926131887492, 0.1884551647927662, 0.18915658631571217, 0.17139643267146534, 0.16531857529402674, 0.18102268056771145, 0.18163185978840257, 0.18707491144894453, 0.18765732014613706, 0.1810287213517958, 0.18836686026109162, 0.16919119138628963, 0.18118911119891812, 0.18073235153416453, 0.1640986168261068]"
35,"[0.18645831415289338, 0.1857549706954142, 0.18227394420078882, 0.16763640269795882, 0.19434588148118684, 0.17008412515884777, 0.1804943783238881, 0.1808561357109169, 0.18722646320673816, 0.1811518084291857, 0.18886585123151245, 0.18996782629997475, 0.20522139266300246, 0.18142618864100163, 0.17905426074585234, 0.19911594944206232, 0.19653122422514, 0.17612435276950156, 0.18068493660110618, 0.18341501284839204, 0.19124865454562065, 0.17969444033233709, 0.20383143923254762, 0.21087087181616085, 0.18331958237488002, 0.1717407895865849, 0.1857833937032322, 0.18333750093029366, 0.18536518939012112, 0.18182188305382774, 0.16774988980377295, 0.1995866314777949, 0.16215704978812484, 0.19076532747849612, 0.17160071692258624, 0.15706233303951717, 0.19415588039163945, 0.18253039737498966, 0.16108906998823466, 0.18096413707294626, 0.1852344151003075, 0.1775232282484606, 0.16316731957575042, 0.18348118595333124, 0.17986958269718567, 0.1686959206860973, 0.17195396446758, 0.1781018435897313, 0.17906391104040167, 0.18526848578265245, 0.15975457764353237, 0.1835099062748449, 0.1759277855871965, 0.16752898535705651, 0.1619518737119874, 0.1791396189614981, 0.18452736646616288, 0.17981473740967746, 0.17801784717558533, 0.18638278780749737, 0.161834781476871, 0.18413827801999222, 0.18487253942849713, 0.20518642443799623, 0.1745323868580021, 0.17034874890691037, 0.1931137877851717, 0.18349783011953252, 0.1882198126351018, 0.18264057491647995, 0.1813985231856508, 0.18139645971440752, 0.18728222037660236, 0.19338872403085255, 0.17296326479519109, 0.17099324583371744, 0.15754777624462646, 0.18810996703687652, 0.17964829972358046, 0.19759574493887988, 0.1775935774291801, 0.19220723622274116, 0.14761007254627115, 0.169834136125255, 0.1823177465597698, 0.20237283721641303, 0.1803352063656581, 0.1626853093709804, 0.1582126418236995, 0.18889307369838448, 0.18331244311587952, 0.1694086614533259, 0.182532751208476, 0.18287535713956235, 0.1779114694765285, 0.14530572942107317, 0.16941275692631308, 0.1839933695641878, 0.1943547516722209, 0.19020868838219493]"
36,"[0.19126720830725907, 0.1794706819594223, 0.18493416420345324, 0.16362396307802854, 0.1784274823122058, 0.18937597461061767, 0.19140248004418703, 0.17954716082277128, 0.18374140650230167, 0.16327093992527236, 0.18555138807254867, 0.17075364835318954, 0.17760435122271154, 0.18555000088987578, 0.1573527439410692, 0.17310548057913003, 0.17386524155579838, 0.18519839495452456, 0.17443563903913165, 0.16865580087237747, 0.16673968515869472, 0.18033521203666475, 0.18726684276226022, 0.18025962240328983, 0.17017282519952528, 0.19525880375047816, 0.1857966641508421, 0.1615574498370644, 0.1817708421978288, 0.18603926120135827, 0.17084215490068508, 0.16396380182591871, 0.1950955536091032, 0.17531489673618347, 0.16461920897114915, 0.17168278745762805, 0.18643988045786244, 0.18627592706549528, 0.17376221638954262, 0.18505306391812518, 0.19181550394491798, 0.18423654023609334, 0.1898739847484189, 0.1790698197753951, 0.1915500223590009, 0.173554582022369, 0.16034446939183936, 0.18917862885688297, 0.18275259262880925, 0.18295520059266826, 0.1706501749475624, 0.16118610943679082, 0.183209903811175, 0.19600442874091425, 0.16497393997424462, 0.19186680641827714, 0.17030967026721547, 0.16988375595557653, 0.18351507438283804, 0.1851466623945315, 0.18436005111991557, 0.18294378228642885, 0.18190791096989367, 0.18949364369104646, 0.16351524179534016, 0.18011550104934118, 0.1930027987653035, 0.1766434093123711, 0.18461207366284438, 0.17713142496177442, 0.18117417136165004, 0.16862818527630694, 0.1612698194467215, 0.18776008133948635, 0.17498355347277547, 0.1814157441163268, 0.17656106130747626, 0.18162042143187693, 0.1767491177689789, 0.17402768312364225, 0.19169228829420773, 0.16250384159570908, 0.17013136836810755, 0.18984721357854656, 0.1907066349492716, 0.20823423069162536, 0.17787140831981701, 0.15409791792416275, 0.19266004462868733, 0.18851894208753558, 0.1867384408692038, 0.17417516065754493, 0.18115532284487024, 0.18505234160642448, 0.17497712153510708, 0.17851723151618482, 0.16689146031102667, 0.17715106972877742, 0.20345404376660517, 0.18549433005237678]"
